dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,MinimalResNet,denoising,False,True,0.15,Neural vs Analytical,25.347900390625,25.28032875061035,1.2212237119674683
CIFAR10,10000,MinimalResNet,denoising,False,True,0.2,Analytical vs GT,45.880767822265625,50.94281768798828,15.150477409362793
CIFAR10,10000,MinimalResNet,denoising,False,True,0.2,Neural vs GT,23.854902267456055,23.84650421142578,1.2477933168411255
CIFAR10,10000,MinimalResNet,denoising,False,True,0.2,Neural vs Analytical,23.908187866210938,23.971206665039062,1.2327457666397095
CIFAR10,10000,MinimalResNet,denoising,False,True,0.25,Analytical vs GT,38.41018295288086,42.007347106933594,11.851629257202148
CIFAR10,10000,MinimalResNet,denoising,False,True,0.25,Neural vs GT,22.762283325195312,22.748767852783203,1.2148187160491943
CIFAR10,10000,MinimalResNet,denoising,False,True,0.25,Neural vs Analytical,23.25394058227539,23.116411209106445,1.2656162977218628
CIFAR10,10000,MinimalResNet,denoising,False,True,0.3,Analytical vs GT,34.06294250488281,35.203208923339844,8.099600791931152
CIFAR10,10000,MinimalResNet,denoising,False,True,0.3,Neural vs GT,21.839902877807617,21.87310218811035,1.2146964073181152
CIFAR10,10000,MinimalResNet,denoising,False,True,0.3,Neural vs Analytical,22.454498291015625,22.5709228515625,1.4731775522232056
CIFAR10,10000,MinimalResNet,denoising,False,True,0.35,Analytical vs GT,29.09134864807129,30.174697875976562,5.8253068923950195
CIFAR10,10000,MinimalResNet,denoising,False,True,0.35,Neural vs GT,20.977153778076172,21.075206756591797,1.117429494857788
CIFAR10,10000,MinimalResNet,denoising,False,True,0.35,Neural vs Analytical,22.33098793029785,22.366117477416992,1.7131433486938477
CIFAR10,10000,MinimalResNet,denoising,False,True,0.4,Analytical vs GT,26.6761474609375,26.951967239379883,3.432642698287964
CIFAR10,10000,MinimalResNet,denoising,False,True,0.4,Neural vs GT,20.669771194458008,20.568256378173828,1.1266381740570068
CIFAR10,10000,MinimalResNet,denoising,False,True,0.4,Neural vs Analytical,22.07773208618164,22.458974838256836,2.080449104309082
CIFAR10,10000,MinimalResNet,denoising,False,True,0.45,Analytical vs GT,24.434310913085938,24.40013885498047,2.897052049636841
CIFAR10,10000,MinimalResNet,denoising,False,True,0.45,Neural vs GT,20.025236129760742,20.046985626220703,1.158292531967163
CIFAR10,10000,MinimalResNet,denoising,False,True,0.45,Neural vs Analytical,22.536762237548828,22.90854263305664,2.3979649543762207
CIFAR10,10000,MinimalResNet,denoising,False,True,0.5,Analytical vs GT,22.073646545410156,22.429899215698242,2.312737226486206
CIFAR10,10000,MinimalResNet,denoising,False,True,0.5,Neural vs GT,19.30930519104004,19.490928649902344,1.0894098281860352
CIFAR10,10000,MinimalResNet,denoising,False,True,0.5,Neural vs Analytical,22.931928634643555,23.591581344604492,2.8844311237335205
CIFAR10,10000,MinimalResNet,denoising,False,True,0.6,Analytical vs GT,20.023704528808594,20.08008575439453,1.4731037616729736
CIFAR10,10000,MinimalResNet,denoising,False,True,0.6,Neural vs GT,18.929929733276367,18.815937042236328,1.0986183881759644
CIFAR10,10000,MinimalResNet,denoising,False,True,0.6,Neural vs Analytical,24.726194381713867,25.513174057006836,3.0146429538726807
CIFAR10,10000,MinimalResNet,denoising,False,True,0.7,Analytical vs GT,18.737091064453125,18.664325714111328,1.3919260501861572
CIFAR10,10000,MinimalResNet,denoising,False,True,0.7,Neural vs GT,18.035615921020508,17.99759292602539,1.1367003917694092
CIFAR10,10000,MinimalResNet,denoising,False,True,0.7,Neural vs Analytical,27.672374725341797,27.39987564086914,3.0255179405212402
CIFAR10,10000,MinimalResNet,denoising,False,True,0.8,Analytical vs GT,17.85943603515625,17.822290420532227,1.0021132230758667
CIFAR10,10000,MinimalResNet,denoising,False,True,0.8,Neural vs GT,17.495052337646484,17.55013656616211,0.9905216693878174
CIFAR10,10000,MinimalResNet,denoising,False,True,0.8,Neural vs Analytical,29.632648468017578,29.64328384399414,2.882789134979248
